name,pos,club,proj_score,ps26,bye,age,games25,category,smoky_note,adp,player_id,notes,manual_insight,avg_2025_blend,draft_score,best_pos,vorp_proxy,market_rank,expert_consensus_rank,expert_rank_count,expert_best_rank,expert_worst_rank,expert_rank_stddev,expert_percentile,data_relative_value,data_vs_next_pick,data_waiver_strength,data_projected,data_risk,data_dpp,data_b23,data_gm25,data_notes,pdf_notes,pdf_role_change,pdf_midfield_uplift,pdf_season_out,pdf_source_count,rankings_vorp,rankings_projected,rankings_avg_2026,rankings_avg_2025,rankings_variance,rankings_l5,rankings_max,rankings_cba_pct,rankings_bye_round,rankings_injury,ultimate_price,ultimate_priced_at,ultimate_avg_2025,ultimate_games_2025,ultimate_max_2025,ultimate_x100_2025,ultimate_x120_2025,ultimate_tog_pct,ultimate_cba_pct,ultimate_avg_2024,ultimate_games_2024,ultimate_avg_2023,ultimate_games_2023,projection_spread,projection_source_count,adp_value_gap,data_confidence,data_confidence_score,source_count,source_rankings_csv,source_ultimate_xlsx,source_expert_xlsx,source_data_csv,club_conflict,position_conflict,projection_conflict,bye_conflict,conflict_notes
Rhys Unwin,FWD,ESS,28.7,28.7,15,19,3,rookie,,754.0,1032023,,,28.7,31.7,FWD,-39.5,566,,0,,,0.0,0.5,-37.3,-76.2,64.8,32.7,High,No,,3,,,0,0,0,0,-43.2,28.7,28.7,,0.0,28.7,42.0,,15,,,,28.7,3,42.0,0,0,64.0,0.0,0.0,0,0.0,0,4.0,3,188.0,high,0.81,3,1,1,0,1,0,0,0,0,
Ollie Lord,FWD,PTA,29.4,27.8,12,24,15,value,,614.0,1012881,,,29.4,31.57,FWD,-38.8,539,,0,,,0.0,0.5,-25.9,-64.8,51.8,44.1,Medium,No,✔,15,,,0,0,0,0,-35.0,29.4,29.4,35.4,-6.0,27.8,57.0,5.0,12,,,,29.4,15,57.0,0,0,79.0,0.05,33.7,6,35.0,11,14.7,3,75.0,medium,0.65,3,1,1,0,1,1,0,1,0,"Club mismatch: ADE, PTA"
Lachlan Blakiston,DEF,ESS,38.0,34.8,15,27,11,depth,,319.0,1028196,Role: Defender.,,38.0,31.24,DEF,-38.1,529,70,2,70,70,0.0,0.0,-34.5,-59.4,45.0,44.6,Medium,No,?,11,Role: Defender.,,0,0,0,1,-32.7,38.0,38.0,,0.0,34.8,70.0,9.0,15,,,,38.0,11,70.0,0,0,93.0,0.09,0.0,0,0.0,0,6.6,3,-210.0,high,0.97,4,1,1,1,1,0,0,0,0,
Jordon Butts,DEF,ADE,28.3,,12,26,10,value,,673.0,1004995,,,26.3,31.1,DEF,-47.8,567,,0,,,0.0,0.5,-39.8,-64.7,50.5,39.3,Medium,No,✔,10,,,0,0,0,1,-43.6,28.3,28.3,42.0,-14.0,,55.0,,12,,,,26.3,10,55.0,0,0,83.0,0.0,42.0,15,33.4,17,13.0,3,106.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Oscar Adams,DEF,GCS,28.1,32.5,12,22,8,value,,753.0,1015515,,,26.4,30.95,DEF,-48.0,572,,0,,,0.0,0.5,-41.3,-66.2,51.9,37.8,High,No,,8,,,0,0,0,0,-46.4,28.1,28.1,,0.0,32.5,55.0,,12,,,,26.4,8,55.0,0,0,77.0,0.0,0.0,0,0.0,0,11.4,3,181.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Matt Whitlock,DEF/FWD,NTH,28.0,,12,19,2,rookie,,595.0,1028547,,,23.5,30.88,FWD,-40.2,545,,0,,,0.0,0.5,-42.0,-76.0,59.2,28.0,High,Yes,,2,,,0,0,0,0,-36.0,36.0,36.0,,0.0,,36.0,,12,,,,23.5,2,36.0,0,0,50.0,0.0,0.0,0,0.0,0,12.5,3,50.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Sid Draper,MID/FWD,ADE,29.3,,12,19,10,smoky,Injury: Groin.,492.0,1022607,Injury: Groin. Hasn't had a full pre-season. At this stage unlikely to get mid role. Wait for waivers. | PDF insight: 2026-Draft-Kit-gs7zws p14: ected Averages SuperCoach: 87-90 AFL Fantasy: 82-85 Age: 20 Position: Mid Position Rank: 87 SC & AF Draft Range: 180+ SC & AF Risk: High Nick Westerman Sid Draper5 Ignor... | Injury flag: Managed,,29.3,30.86,FWD,-38.9,456,59.75,4,52,69,7.01,0.34,-50.1,-89.0,42.5,19.9,High,Yes,?,10,Injury: Groin. Hasn't had a full pre-season. At this stage unlikely to get mid role. Wait for waivers.,2026-Draft-Kit-gs7zws p14: ected Averages SuperCoach: 87-90 AFL Fantasy: 82-85 Age: 20 Position: Mid Position Rank: 87 SC & AF Draft Range: 180+ SC & AF Risk: High Nick Westerman Sid Draper5 Ignor...,0,1,0,1,-24.2,44.3,44.3,,0.0,,54.0,17.0,12,Managed,,,29.3,10,54.0,0,0,41.0,0.23,0.0,0,0.0,0,24.4,3,36.0,high,0.89,4,1,1,1,1,0,0,1,0,
Lance Collard,FWD,STK,27.3,37.0,16,20,12,value,,782.0,1017959,,,27.3,30.38,FWD,-40.9,499,,0,,,0.0,0.5,-44.6,-83.5,70.7,25.4,High,No,,12,,,0,0,0,0,-29.3,36.8,36.8,,0.0,37.0,63.0,,16,,,,27.3,12,63.0,0,0,51.0,0.0,8.0,3,0.0,0,11.4,3,283.0,medium,0.73,3,1,1,0,1,0,0,1,0,
James Borlase,DEF,ADE,27.0,,12,23,2,value,,780.0,1009029,,,27.0,30.16,DEF,-49.1,577,,0,,,0.0,0.5,-40.2,-65.1,50.9,38.9,High,No,,2,,,0,0,0,1,-54.2,27.0,27.0,47.6,-21.0,,35.0,,12,,,,27.0,2,35.0,0,0,84.0,0.0,47.6,10,39.0,4,11.9,3,203.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Jed Adams,DEF,MEL,27.0,27.0,16,21,1,rookie,,645.0,1023174,,,27.0,30.16,DEF,-49.1,578,,0,,,0.0,0.5,-34.6,-59.5,45.1,44.5,Medium,No,,1,,,0,0,0,0,-55.5,27.0,27.0,,0.0,27.0,27.0,,16,,,,27.0,1,27.0,0,0,86.0,0.0,0.0,0,0.0,0,17.5,3,67.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Charlie Ballard,DEF,GCS,30.0,,12,26,1,depth,,554.0,1008882,Injury: ACL return. Est. return early in season | PDF insight: 2026-Draft-Kit-gs7zws p58: Career highs across the board and looks to be in a similar position this year - the Suns likely to get back Charlie Ballard and perhaps be an even better rebounding team... | Injury flag: Injured,,30.0,29.64,DEF,-46.1,663,,0,,,0.0,0.5,-48.5,-62.1,47.9,41.9,High,No,,1,Injury: ACL return. Est. return early in season,2026-Draft-Kit-gs7zws p58: Career highs across the board and looks to be in a similar position this year - the Suns likely to get back Charlie Ballard and perhaps be an even better rebounding team...,1,0,0,1,-91.9,0.0,0.0,50.3,-50.0,,,,12,Injured,,,30.0,1,30.0,0,0,45.0,0.0,50.2,23,57.3,23,41.9,3,-109.0,medium,0.76,3,1,1,0,1,0,0,1,0,
Jack Carroll,MID,STK,29.8,,16,23,3,depth,,407.0,1013233,Role: Looks to be a HB distributor. Punt.,,21.0,29.5,MID,-60.0,584,,0,,,0.0,0.5,-49.6,-84.3,40.2,29.8,Medium,No,?,3,Role: Looks to be a HB distributor. Punt.,,0,0,0,0,-61.2,39.0,39.0,50.2,-11.0,,39.0,17.0,16,,,,21.0,3,39.0,0,0,35.0,0.17,40.1,15,13.0,1,18.0,3,-177.0,medium,0.76,3,1,1,0,1,0,0,1,0,
Ryan Gardner,DEF,WBD,26.0,,16,28,1,value,,778.0,997501,,,26.0,29.44,DEF,-50.1,580,,0,,,0.0,0.5,-32.7,-57.6,43.0,46.4,Medium,No,✔,1,,,0,0,0,1,-56.7,26.0,26.0,,0.0,,26.0,,16,,,,26.0,1,26.0,0,0,95.0,0.0,0.0,0,38.8,10,20.4,3,198.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Jasper Alger,FWD,RIC,25.5,,13,19,4,rookie,,792.0,1028537,,,22.5,29.08,FWD,-42.7,550,,0,,,0.0,0.5,-44.5,-83.4,70.6,25.5,High,No,,4,,,0,0,0,1,-37.6,34.0,34.0,,0.0,,60.0,,13,,,,22.5,4,60.0,0,0,47.0,0.0,0.0,0,0.0,0,11.5,3,242.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Leonardo Lombard,FWD,GCS,27.3,,12,19,4,smoky,Likely to get games and can be a bench/late flyer.,496.0,1029301,Role: Wing/Half fwd with Fiorini leaving. Should play most games. | Manual insight: Likely to get games and can be a bench/late flyer.,Likely to get games and can be a bench/late flyer.,23.0,28.02,FWD,-40.9,569,,0,,,0.0,0.5,-40.0,-78.9,67.2,30.0,High,No,?,4,Role: Wing/Half fwd with Fiorini leaving. Should play most games.,,0,0,0,0,-44.8,27.3,27.3,,0.0,,37.0,5.0,12,,,,23.0,4,37.0,0,0,50.0,0.05,0.0,0,0.0,0,7.0,3,-73.0,high,0.84,3,1,1,0,1,0,0,0,0,
Jacob Newton,FWD,WCE,24.0,41.0,15,19,2,rookie,,674.0,1022486,,,24.0,28.0,FWD,-44.2,504,,0,,,0.0,0.5,-49.0,-87.9,73.3,21.0,High,No,,2,,,0,0,0,0,-29.7,41.0,41.0,,0.0,41.0,41.0,,15,,,,24.0,2,41.0,0,0,48.0,0.0,0.0,0,0.0,0,20.0,3,170.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Josaia Delana,FWD,GWS,26.0,,13,19,3,rookie,,549.0,1029030,,,28.0,26.96,FWD,-42.2,575,,0,,,0.0,0.5,-45.8,-84.7,71.5,24.2,High,No,,3,,,0,0,0,0,-48.7,26.0,26.0,,0.0,,26.0,,13,,,,28.0,3,33.0,0,0,52.0,0.0,0.0,0,0.0,0,3.8,3,-26.0,high,0.81,3,1,1,0,1,0,0,0,0,
Liam Fawcett,FWD,RIC,22.0,,13,20,1,rookie,,781.0,1022383,,,22.0,26.56,FWD,-46.2,576,,0,,,0.0,0.5,-35.0,-73.9,62.5,35.0,Medium,No,,1,,,0,0,0,1,-53.8,22.0,22.0,,0.0,,22.0,3.0,13,,,,22.0,1,22.0,0,0,70.0,0.03,0.0,0,0.0,0,13.0,3,205.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Ivan Soldo,RUC/FWD,PTA,26.0,,12,29,1,depth,,166.0,998529,Injury: Season. ACL. | Injury flag: Injured,,26.0,26.44,FWD,-42.2,574,,0,,,0.0,0.5,,-58.3,1.7,50.6,High,Yes,?,1,Injury: Season. ACL.,,0,0,0,0,-48.7,26.0,26.0,72.5,-47.0,,26.0,29.0,12,Injured,,,26.0,1,26.0,0,0,60.0,0.29,72.5,8,78.6,8,24.6,3,-408.0,medium,0.68,3,1,1,0,1,1,0,1,0,"Club mismatch: ADE, PTA"
Josh Gibcus,DEF,RIC,25.0,25.0,13,22,1,depth,,494.0,1017059,,,25.0,25.92,DEF,-51.1,583,,0,,,0.0,0.5,-40.9,-65.8,51.5,38.2,Medium,No,✔,1,,,0,0,0,1,-58.0,25.0,25.0,39.0,-14.0,25.0,25.0,,13,,,,25.0,1,25.0,0,0,56.0,0.0,25.5,2,0.0,0,13.2,3,-89.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Oliver Wiltshire,FWD,GEE,20.8,,16,23,2,value,,665.0,1020881,,,34.5,25.7,FWD,-47.4,603,,0,,,0.0,0.5,-49.2,-88.1,73.4,20.8,Medium,No,,2,,,0,0,0,1,-83.7,0.0,0.0,,0.0,,,,16,,,,34.5,2,40.0,0,0,48.0,0.0,0.0,0,0.0,0,34.5,3,62.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Malakai Champion,FWD,WCE,20.0,,15,19,2,rookie,,737.0,1029136,,,20.5,25.44,FWD,-48.2,579,,0,,,0.0,0.5,-51.4,-90.3,74.5,18.6,High,No,,2,,,0,0,0,0,-56.3,20.0,20.0,,0.0,,20.0,,15,,,,20.5,2,21.0,0,0,43.0,0.0,0.0,0,0.0,0,1.9,3,158.0,high,0.81,3,1,1,0,1,0,0,0,0,
Charlie West,FWD,COL,19.0,,14,20,1,rookie,,646.0,1027382,,,19.0,24.4,FWD,-49.2,582,,0,,,0.0,0.5,-40.0,-78.9,67.2,30.0,Medium,No,,1,,,0,0,0,0,-57.6,19.0,19.0,,0.0,,19.0,,14,,,,19.0,1,19.0,0,0,66.0,0.0,0.0,0,0.0,0,11.0,3,64.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Alex Dodson,FWD,STK,21.3,,16,19,1,rookie,,520.0,1027011,Interrupted pre-season: hamstring.,,22.0,23.38,FWD,-46.9,621,,0,,,0.0,0.5,-48.7,-87.6,73.1,21.3,High,No,,1,Interrupted pre-season: hamstring.,,0,0,0,0,-83.7,0.0,0.0,,0.0,,,,16,,,,22.0,1,22.0,0,0,48.0,0.0,0.0,0,0.0,0,22.0,3,-101.0,medium,0.76,3,1,1,0,1,0,0,1,0,
Bailey Macdonald,DEF,HAW,18.8,,14,21,6,rookie,,576.0,1029261,,,18.8,21.46,DEF,-57.3,700,,0,,,0.0,0.5,-57.1,-82.0,62.1,22.0,High,No,,6,,,0,0,0,0,-91.9,0.0,0.0,,0.0,,,,14,,,,18.8,6,27.0,0,0,34.0,0.0,0.0,0,52.5,2,22.0,3,-124.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Harry Schoenberg,MID,WCE,23.0,,15,25,1,depth,,466.0,1008543,"Role: Inside mid, looks like he is best 23. Punt.",,23.0,20.74,MID,-66.8,724,84.5,2,79,90,5.5,0.062,-24.6,-59.3,27.4,54.8,Medium,No,✔,1,"Role: Inside mid, looks like he is best 23. Punt.",,0,0,0,2,-113.3,0.0,0.0,46.0,-46.0,,,,15,,,,23.0,1,23.0,0,0,18.0,0.1,41.8,4,50.7,11,54.8,3,-258.0,high,0.89,4,1,1,1,1,0,0,1,0,
Bailey Laurie,FWD,MEL,12.0,,16,23,1,value,,652.0,1012826,,,12.0,19.36,FWD,-56.2,604,,0,,,0.0,0.5,-49.3,-88.2,73.5,20.7,Medium,No,,1,,,0,0,0,0,-83.7,0.0,0.0,60.5,-61.0,,,,16,,,,12.0,1,12.0,0,0,20.0,0.0,35.8,6,24.5,4,20.7,3,48.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Nic Newman,DEF,CAR,0.0,,14,33,0,smoky,Suspension/Interrupted pre-season: Rd 2 return.,32.0,297907,"Suspension/Interrupted pre-season: Rd 2 return. Hamstring issues. Coming off an injured 2024, likely to return to 90+. A hamstring niggle in pre-season. Was fit at end of 2025. | PDF insight: 2026-AFL-Fantasy-Draft-Kit p19: Fingers crossed Newman can bounce back from injury, Bergman can get consistent midfield minutes and as for Sicily… bring on the wild ride. || 2026-Draft-Kit-gs7zws p29: SuperCoach and AFL Fantasy Draft Kit - 2026 Nic Newman Marc Pittonet Adam Saad24 4227 An interesting play this season, of course due to the 30% reduction of price in the... | Injury flag: Injured",,0.0,18.21,DEF,-76.1,661,22.75,4,17,30,5.45,0.685,22.3,-2.6,1.1,101.4,High,No,✔,,"Suspension/Interrupted pre-season: Rd 2 return. Hamstring issues. Coming off an injured 2024, likely to return to 90+. A hamstring niggle in pre-season. Was fit at end of 2025.","2026-AFL-Fantasy-Draft-Kit p19: Fingers crossed Newman can bounce back from injury, Bergman can get consistent midfield minutes and as for Sicily… bring on the wild ride. || 2026-Draft-Kit-gs7zws p29: SuperCoach and AFL Fantasy Draft Kit - 2026 Nic Newman Marc Pittonet Adam Saad24 4227 An interesting play this season, of course due to the 30% reduction of price in the...",1,1,0,2,-91.9,0.0,0.0,102.1,-102.0,,,,14,Injured,,,0.0,0,,,,,,102.6,23,98.0,21,101.4,3,-629.0,high,0.89,4,1,1,1,1,0,0,1,0,
Deven Robertson,FWD,WCE,15.5,,15,24,4,smoky,Projected midfield-minute spike; useful late draft target.,224.0,1009385,"Role: Highly touted, couldn't get a game at Brisbane. Punt wiht FWD status. | PDF insight: 2026-Draft-Kit-gs7zws p112: Clay Hall, Brady Hough, Tom McCarthy and Deven Robertson are the only ones likely to join the Reid and Hewett mix. | Manual insight: Projected midfield-minute spike; useful late draft target.",Projected midfield-minute spike; useful late draft target.,15.5,16.79,FWD,-52.7,610,55.75,4,47,65,6.83,0.207,-32.6,-71.5,59.9,37.4,High,No,✔,4,"Role: Highly touted, couldn't get a game at Brisbane. Punt wiht FWD status.","2026-Draft-Kit-gs7zws p112: Clay Hall, Brady Hough, Tom McCarthy and Deven Robertson are the only ones likely to join the Reid and Hewett mix.",0,1,0,2,-83.7,0.0,0.0,27.0,-27.0,,,,15,,,,15.5,4,23.0,0,0,16.0,0.0,27.0,2,38.6,13,37.4,3,-386.0,high,0.89,4,1,1,1,1,0,0,1,0,
Mykelti Lefau,FWD,RIC,11.0,,13,27,1,depth,,527.0,1008747,"Suspension: Club imposed, Return Rd. 2.",,11.0,15.96,FWD,-57.2,595,,0,,,0.0,0.5,-31.8,-69.4,57.5,39.5,Medium,No,,1,"Suspension: Club imposed, Return Rd. 2.",,0,0,0,0,-83.7,0.0,0.0,45.9,-46.0,,,,13,,,,11.0,1,11.0,0,0,26.0,0.04,44.7,10,0.0,0,39.5,3,-68.0,medium,0.76,3,1,1,0,1,0,0,1,0,
Cillian Bourke,DEF,ESS,7.1,,15,,,depth,,670.0,1044339,Interrupted pre-season: Hamstring strain in Jan. | Injury flag: Injured,,,12.63,DEF,-69.0,713,,0,,,0.0,0.5,-64.9,-89.8,64.5,14.2,High,No,,,Interrupted pre-season: Hamstring strain in Jan.,,0,0,0,1,-91.9,0.0,0.0,,0.0,,,,15,Injured,,,,,,,,,,,,,,14.2,2,-43.0,medium,0.63,2,1,0,0,1,0,0,1,0,
Luke Beecken,MID,BRL,6.1,,15,24,1,depth,,641.0,1008805,,,10.0,12.31,MID,-83.7,731,,0,,,0.0,0.5,-73.3,-108.0,43.9,6.1,Medium,No,,1,,,0,0,0,0,-113.3,0.0,0.0,,0.0,,,,15,,,,10.0,1,10.0,0,0,11.0,0.0,0.0,0,0.0,0,10.0,3,-90.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Brayden George,FWD,NTH,0.0,,12,22,0,value,,689.0,1023544,Interrupted pre-season: hamstring.,,0.0,10.84,FWD,-68.2,618,,0,,,0.0,0.5,-47.9,-86.8,72.7,22.1,High,No,,,Interrupted pre-season: hamstring.,,0,0,0,0,-83.7,0.0,0.0,,0.0,,,,12,,,,0.0,0,,,,,,0.0,0,0.0,0,22.1,3,71.0,medium,0.76,3,1,1,0,1,0,0,1,0,
Judson Clarke,FWD,RIC,0.0,,13,22,0,value,,786.0,1017043,Injury: ACL. | Injury flag: Injured,,0.0,10.84,FWD,-68.2,611,,0,,,0.0,0.5,-48.6,-72.8,61.3,36.1,High,No,,,Injury: ACL.,,0,0,0,0,-83.7,0.0,0.0,,0.0,,,,13,Injured,,,0.0,0,,,,,,17.0,1,39.7,13,36.1,3,175.0,medium,0.76,3,1,1,0,1,0,0,1,0,
Nathan Wardius,FWD,GWS,0.0,,13,21,0,rookie,,691.0,1034066,Injury: Season.,,0.0,10.84,FWD,-68.2,650,,0,,,0.0,0.5,,-90.5,74.6,18.4,High,No,,,Injury: Season.,,0,0,0,0,-83.7,0.0,0.0,,0.0,,,,13,,,,0.0,0,,,,,,0.0,0,0.0,0,18.4,3,41.0,medium,0.76,3,1,1,0,1,0,0,1,0,
Sam Allen,MID/FWD,WCE,0.0,,15,19,0,rookie,,677.0,1033063,Injury: ACL. | Injury flag: Injured,,0.0,10.84,FWD,-68.2,608,,0,,,0.0,0.5,-51.9,-90.8,42.8,18.1,High,Yes,,,Injury: ACL.,,0,0,0,2,-83.7,0.0,0.0,,0.0,,,,15,Injured,,,0.0,0,,,,,,0.0,0,0.0,0,18.1,3,69.0,medium,0.76,3,1,1,0,1,0,0,1,0,
Asher Eastham,FWD,GCS,0.0,,12,19,0,rookie,,724.0,1028541,,,0.0,10.72,FWD,-68.2,631,,0,,,0.0,0.5,-56.4,-95.3,76.4,13.6,High,No,,,,,0,0,0,0,-83.7,0.0,0.0,,0.0,,,,12,,,,0.0,0,,,,,,0.0,0,0.0,0,13.6,3,93.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Avery Thomas,DEF,GCS,0.0,,12,18,0,rookie,,731.0,1030438,,,0.0,10.72,DEF,-76.1,679,,0,,,0.0,0.5,-65.4,-90.3,64.6,13.7,High,No,,,,,0,0,0,2,-91.9,0.0,0.0,,0.0,,,,12,,,,0.0,0,,,,,,0.0,0,0.0,0,13.7,3,52.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Blake Thredgold,DEF,NTH,0.0,,12,18,0,rookie,,740.0,1031718,PDF insight: 2026-Draft-Kit-gs7zws p79: North Melbourne Kangaroos Profile Team ins Team outs Lachy Dovaston Hugo Mikunda Charlie Spargo Blake Thredgold Miller Bergman Kallan Dawson Eddie Ford Finnbar Maley Geo... | Injury flag: Injured,,0.0,10.72,DEF,-76.1,678,,0,,,0.0,0.5,-60.4,-85.3,63.3,18.7,High,No,,,,2026-Draft-Kit-gs7zws p79: North Melbourne Kangaroos Profile Team ins Team outs Lachy Dovaston Hugo Mikunda Charlie Spargo Blake Thredgold Miller Bergman Kallan Dawson Eddie Ford Finnbar Maley Geo...,1,0,0,2,-91.9,0.0,0.0,,0.0,,,,12,Injured,,,0.0,0,,,,,,0.0,0,0.0,0,18.7,3,62.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Caleb Graham,DEF,GCS,0.0,,12,25,0,value,,755.0,1006087,,,0.0,10.72,DEF,-76.1,680,,0,,,0.0,0.5,-57.3,-82.2,62.2,21.8,Medium,No,,,,,0,0,0,0,-91.9,0.0,0.0,,0.0,,,,12,,,,0.0,0,,,,,,0.0,0,0.0,0,21.8,3,75.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Cameron Nairn,MID/FWD,HAW,0.0,,14,18,0,rookie,,659.0,1032408,,,0.0,10.72,FWD,-68.2,605,,0,,,0.0,0.5,-49.8,-88.7,42.4,20.2,High,Yes,,,,,0,0,0,2,-83.7,0.0,0.0,,0.0,,,,14,,,,0.0,0,,,,,,0.0,0,0.0,0,20.2,3,54.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Cooper Bell,DEF/FWD,GCS,0.0,,12,19,0,rookie,,736.0,1029065,,,0.0,10.72,FWD,-68.2,634,,0,,,0.0,0.5,-56.4,-90.4,64.7,13.6,High,Yes,,,,,0,0,0,0,-83.7,0.0,0.0,,0.0,,,,12,,,,0.0,0,,,,,,0.0,0,0.0,0,13.6,3,102.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Darragh Joyce,DEF,BRL,0.0,,15,28,0,value,,738.0,1003520,,,0.0,10.72,DEF,-76.1,665,,0,,,0.0,0.5,-33.1,-58.0,43.4,46.0,Medium,No,,,,,0,0,0,0,-91.9,0.0,0.0,48.0,-48.0,,,,15,,,,0.0,0,,,,,,48.0,6,36.0,5,46.0,3,73.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Harvey Johnston,DEF,WCE,0.0,,15,20,0,rookie,,747.0,1027969,,,0.0,10.72,DEF,-76.1,692,,0,,,0.0,0.5,-42.3,-67.2,52.8,36.8,Medium,No,,,,,0,0,0,0,-91.9,0.0,0.0,32.6,-33.0,,,,15,,,,0.0,0,,,,,,28.8,6,0.0,0,36.8,3,55.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Hussien El Achkar,FWD,ESS,0.0,,15,18,0,rookie,,676.0,1030308,,,0.0,10.72,FWD,-68.2,637,,0,,,0.0,0.5,-51.5,-90.4,74.5,18.5,High,No,,,,,0,0,0,2,-83.7,0.0,0.0,,0.0,,,,15,,,,0.0,0,,,,,,0.0,0,0.0,0,18.5,3,39.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Jai Saxena,FWD,COL,0.0,,14,18,0,rookie,,720.0,1033835,PDF insight: 2026-Draft-Kit-gs7zws p31: Collingwood Magpies Profile Team ins Team outs Angus Anderson Jack Buller Zac McCarthy Tyan Prindable Jai Saxena Samuel Swadling Mason Cox Charlie Dean Will Hoskin-Ellio...,,0.0,10.72,FWD,-68.2,649,,0,,,0.0,0.5,-53.2,-92.1,75.2,16.8,High,No,,,,2026-Draft-Kit-gs7zws p31: Collingwood Magpies Profile Team ins Team outs Angus Anderson Jack Buller Zac McCarthy Tyan Prindable Jai Saxena Samuel Swadling Mason Cox Charlie Dean Will Hoskin-Ellio...,1,0,0,1,-83.7,0.0,0.0,,0.0,,,,14,,,,0.0,0,,,,,,0.0,0,0.0,0,16.8,3,71.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Jaren Carr,FWD,FRE,0.0,,14,22,0,value,,709.0,1023047,,,0.0,10.72,FWD,-68.2,617,,0,,,0.0,0.5,-55.5,-94.4,76.1,14.5,Medium,No,,,,,0,0,0,0,-83.7,0.0,0.0,,0.0,,,,14,,,,0.0,0,,,,,,0.0,0,0.0,0,14.5,3,92.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Jesse Mellor,FWD,GEE,0.0,,16,18,0,rookie,,702.0,1033087,,,0.0,10.72,FWD,-68.2,645,,0,,,0.0,0.5,-54.5,-93.4,75.7,15.5,High,No,,,,,0,0,0,1,-83.7,0.0,0.0,,0.0,,,,16,,,,0.0,0,,,,,,0.0,0,0.0,0,15.5,3,57.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Keighton Matofai-Forbes,DEF/FWD,GEE,0.0,,16,20,0,rookie,,711.0,1032141,,,0.0,10.72,FWD,-68.2,641,,0,,,0.0,0.5,-58.9,-92.9,65.1,11.1,Medium,Yes,,,,,0,0,0,0,-83.7,0.0,0.0,,0.0,,,,16,,,,0.0,0,,,,,,0.0,0,0.0,0,11.1,3,70.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Leon Kickett,MID/FWD,FRE,0.0,,14,19,0,rookie,,686.0,1032862,,,0.0,10.72,FWD,-68.2,642,,0,,,0.0,0.5,-50.6,-89.5,42.6,19.4,High,Yes,,,,,0,0,0,1,-83.7,0.0,0.0,,0.0,,,,14,,,,0.0,0,,,,,,0.0,0,0.0,0,19.4,3,44.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Luke Lloyd,FWD,BRL,0.0,,15,20,0,rookie,,771.0,1027985,,,0.0,10.72,FWD,-68.2,628,,0,,,0.0,0.5,-50.5,-89.4,74.1,19.5,Medium,No,,,,,0,0,0,0,-83.7,0.0,0.0,,0.0,,,,15,,,,0.0,0,,,,,,0.0,0,0.0,0,19.5,3,143.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Luker Kentfield,FWD,MEL,0.0,,16,20,0,rookie,,745.0,1024337,,,0.0,10.72,FWD,-68.2,619,,0,,,0.0,0.5,-52.5,-91.4,74.9,17.5,Medium,No,,,,,0,0,0,0,-83.7,0.0,0.0,,0.0,,,,16,,,,0.0,0,,,,,,0.0,0,0.0,0,17.5,3,126.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Matt Duffy,DEF,CAR,0.0,,14,22,0,value,,784.0,1039720,,,0.0,10.72,DEF,-76.1,710,,0,,,0.0,0.5,-61.1,-86.0,63.5,18.0,Medium,No,,,,,0,0,0,0,-91.9,0.0,0.0,,0.0,,,,14,,,,0.0,0,,,,,,0.0,0,0.0,0,18.0,3,74.0,medium,0.73,3,1,1,0,1,0,0,1,0,
Ned Bowman,FWD,SYD,0.0,,15,19,0,rookie,,708.0,1027406,,,0.0,10.72,FWD,-68.2,624,,0,,,0.0,0.5,-46.1,-85.0,71.7,23.9,High,No,,,,,0,0,0,0,-83.7,0.0,0.0,,0.0,,,,15,,,,0.0,0,,,,,,0.0,0,0.0,0,23.9,3,84.0,medium,0.73,3,1,1,0,1,0,0,1,0,
