"Action","Position","Player","Club","Relative Value","RV_info","vs. Next Pick","VNP_info","WaiverStr","WS_info","max_ws","PS_info","Av.25","Projected","ADP","Risk","DPP","ID_AFLFAN","Coach_name","position.field","pick","Coach_pick","B23","Gm.25","Notes"
"✓       ✕","Def","Jed Bews","GEE","-38.8","Def: -38.8  Flex: -45.1  No Inj. Adjustment.","-63.7","","49.5","","-31.7","G1: 37 Official: 0","60.8","40.3","579","High","No","293883","","","","","","4",""
"✓       ✕","Fwd","Latrelle Pickett","MEL","-38.9","Fwd: -38.9  Flex: -54.3  No Inj. Adjustment.","-77.8","","66.2","","-48.4","G1: 60 Official: 26","","31.1","312","Medium","No","1022677","","","","","✔","",""
"✓       ✕","MidFwd","Christopher Scerri","FRE","-39.1","Mid: -48.5  Fwd: -39.1  Flex: -54.5  No Inj. Adjustment.","-78","Mid: -83.2  Fwd: -78","39.9","Mid: 39.9  Fwd: 66.4","-22.1","","","30.9","684","High","Yes","1040573","","","","","","","SSP Signing"
"✓       ✕","Mid","Henry Hustwaite","HAW","-39.5","Mid: -39.5  Flex: -45.5  No Inj. Adjustment.","-74.2","","36.3","","-18.5","G1: 17","51.5","39.9","328","High","No","1023680","","","","","","4",""
"✓       ✕","MidFwd","Tom Gross","WCE","-39.5","Mid: -48.9  Fwd: -39.5  Flex: -54.9  No Inj. Adjustment.","-78.4","Mid: -83.6  Fwd: -78.4","40","Mid: 40.0  Fwd: 66.8","-22.2","","34.9","30.5","392","High","Yes","1028561","","","","","","8",""
"✓       ✕","Def","Tylar Young","WCE","-39.7","Def: -39.7  Flex: -47.7  Susp. or Inj. Adjust: -12.4","-56.4","","41.6","","-23.8","G1: 14","58.4","47.6","550","High","No","1018433","","","","","","7","Injury: Shoulder"
"✓       ✕","Def","Jordon Butts","ADE","-39.8","Def: -39.8  Flex: -46.1  No Inj. Adjustment.","-64.7","","50.5","","-32.7","G1: 40","26.3","39.3","673","Medium","No","1004995","","","","","✔","10",""
"✓       ✕","Fwd","Charlie West","COL","-40","Fwd: -40  Flex: -55.4  No Inj. Adjustment.","-78.9","","67.2","","-49.4","G1: 22","19","30","646","Medium","No","1027382","","","","","","1",""
"✓       ✕","Fwd","Leonardo Lombard","GCS","-40","Fwd: -40  Flex: -55.4  No Inj. Adjustment.","-78.9","","67.2","","-49.4","G1: 60 Official: 71","23","30","497","High","No","1029301","","","","","?","4","Role: Wing/Half fwd with Fiorini leaving. Should play most games."
"✓       ✕","Def","Lewis Hayes","ESS","-40.1","Def: -40.1  Flex: -46.4  No Inj. Adjustment.","-65","","50.8","","-33","","52","39","697","Medium","No","1023487","","","","","","1",""
"✓       ✕","Def","James Borlase","ADE","-40.2","Def: -40.2  Flex: -46.5  No Inj. Adjustment.","-65.1","","50.9","","-33.1","","27","38.9","780","High","No","1009029","","","","","","2",""
"✓       ✕","Def","Bo Allan","WCE","-40.2","Def: -40.2  Flex: -46.5  No Inj. Adjustment.","-65.1","","50.9","","-33.1","G1: 28","26.7","38.9","740","High","No","1028449","","","","","","6","Role: May line up as a key defender."
"✓       ✕","Fwd","Mitch Zadow","PTA","-40.3","Fwd: -40.3  Flex: -55.7  No Inj. Adjustment.","-79.2","","67.4","","-49.6","","","29.7","889","Medium","No","1029603","","","","","","","SSP Signing"
"✓       ✕","Def","Joshua Draper","FRE","-40.6","Def: -40.6  Flex: -46.9  No Inj. Adjustment.","-65.5","","51.2","","-33.4","","31.5","38.5","768","Medium","No","1020668","","","","","","11",""
"✓       ✕","Mid","Ben Jepson","GCS","-40.8","Mid: -40.8  Flex: -46.8  No Inj. Adjustment.","-75.5","","36.9","","-19.1","G1: 38","38","38.6","664","Medium","No","1011950","","","","","","1",""
"✓       ✕","Def","Josh Gibcus","RIC","-40.9","Def: -40.9  Flex: -47.2  No Inj. Adjustment.","-65.8","","51.5","","-33.7","G1: 36 Official: 18","25","38.2","498","Medium","No","1017059","","","","","✔","1",""
"✓       ✕","Fwd","Elliott Himmelberg","GCS","-41","Fwd: -41  Flex: -66.4  Susp. or Inj. Adjust: -43.3","-63.7","","50.3","","-32.5","","","45.2","536","High","No","1005199","","","","","","","Injury: ACL"
"✓       ✕","Mid","Jhye Clark","GEE","-41.1","Mid: -41.1  Flex: -47.1  No Inj. Adjustment.","-75.8","","37","","-19.2","G1: 41 Official: 60","36.4","38.3","462","Medium","No","1023537","","","","","?","10",""
"✓       ✕","Ruck","Vigo Visentini","ESS","-41.1","Ruck: -41.1  Flex: -41.1  No Inj. Adjustment.","-66.2","","2","","15.8","G1: 18","49.5","44.3","233","High","No","1027966","","","","","","2",""
"✓       ✕","Fwd","Archer Day-Wicks","ESS","-41.1","Fwd: -41.1  Flex: -56.5  No Inj. Adjustment.","-80","","68.1","","-50.3","","33","28.9","766","High","No","1029265","","","","","","5",""
"✓       ✕","Def","Oscar Adams","GCS","-41.3","Def: -41.3  Flex: -47.6  No Inj. Adjustment.","-66.2","","51.9","","-34.1","G1: -4 Official: 8","26.4","37.8","754","High","No","1015515","","","","","","8",""
"✓       ✕","Mid","Jagga Smith","CAR","-41.4","Mid: -41.4  Flex: -47.4  No Inj. Adjustment.","-76.1","","37.1","","-19.3","G1: 41 Official: 118","","38","119","Medium","No","1028515","","","","","✔","",""
"✓       ✕","Ruck","William Green","SYD","-41.5","Ruck: -41.5  Flex: -41.5  No Inj. Adjustment.","-66.6","","2","","15.8","","","43.9","249","Medium","No","1027901","","","","","","",""
"✓       ✕","Mid","Chayce Jones","ADE","-41.6","Mid: -41.6  Flex: -47.6  No Inj. Adjustment.","-76.3","","37.2","","-19.4","G1: 70","23.8","37.8","572","Medium","No","1006203","","","","","?","5",""
"✓       ✕","Mid","Christian Moraes","PTA","-41.7","Mid: -41.7  Flex: -47.7  No Inj. Adjustment.","-76.4","","37.3","","-19.5","G1: 45","47.4","37.7","591","High","No","1028563","","","","","","14",""
"✓       ✕","DefFwd","Matt Whitlock","NTH","-42","Def: -51.1  Fwd: -42  Flex: -57.4  No Inj. Adjustment.","-76","Def: -76  Fwd: -80.9","59.2","Fwd: 68.8  Def: 59.2","-41.4","","23.5","28","596","High","Yes","1028547","","","","","","2",""
"✓       ✕","Ruck","Callum Coleman-Jones","NTH","-42.2","Ruck: -42.2  Flex: -42.2  No Inj. Adjustment.","-67.3","","2.1","","15.7","G1: 37","3","43.2","291","Medium","No","1000061","","","","","✔","1",""
"✓       ✕","Fwd","Tom Anastasopoulos","PTA","-42.2","Fwd: -42.2  Flex: -57.6  No Inj. Adjustment.","-81.1","","69","","-51.2","","","27.8","636","Medium","No","1027870","","","","","","",""
"✓       ✕","Def","Harvey Johnston","WCE","-42.3","Def: -42.3  Flex: -48.6  No Inj. Adjustment.","-67.2","","52.8","","-35","","","36.8","748","Medium","No","1027969","","","","","","",""
"✓       ✕","Def","Hugh Davies","FRE","-42.4","Def: -42.4  Flex: -48.7  No Inj. Adjustment.","-67.3","","52.9","","-35.1","","","36.7","321","Medium","No","1022927","","","","","","",""
"✓       ✕","MidFwd","Sullivan Robey","ESS","-42.4","Mid: -51.8  Fwd: -42.4  Flex: -57.8  No Inj. Adjustment.","-81.3","Mid: -86.5  Fwd: -81.3","40.8","Mid: 40.8  Fwd: 69.1","-23","","","27.6","302","High","Yes","1043261","","","","","","","Interrupted pre-season: Back stress"
"✓       ✕","Ruck","Taylor Goad","NTH","-42.5","Ruck: -42.5  Flex: -42.5  No Inj. Adjustment.","-67.6","","2.1","","15.7","","","42.9","354","High","No","1031506","","","","","","","Injury: Ankle/Knee TBA."
"✓       ✕","Fwd","Finnbar Maley","ADE","-42.5","Fwd: -42.5  Flex: -57.9  No Inj. Adjustment.","-81.4","","69.2","","-51.4","","35.7","27.5","508","High","No","1031792","","","","","","7",""
"✓       ✕","Fwd","Fred Rodriguez","WCE","-42.7","Fwd: -42.7  Flex: -58.1  No Inj. Adjustment.","-81.6","","69.3","","-51.5","","","27.3","668","High","No","1033704","","","","","","",""
"✓       ✕","Def","Wil Parker","COL","-42.8","Def: -42.8  Flex: -49.1  No Inj. Adjustment.","-67.7","","53.2","","-35.4","G1: 32","38.2","36.3","716","High","No","1012873","","","","","?","4",""
"✓       ✕","Mid","Willem Duursma","WCE","-43.1","Mid: -43.1  Flex: -49.1  No Inj. Adjustment.","-77.8","","37.9","","-20.1","G1: 56","","36.3","203","High","No","1033115","","","","","✔","","Role: Number 1 2025 Draft pick, so will play nearly all games. Punt. Could get FWD or DEF status."
"✓       ✕","Def","Nick Murray","ADE","-43.2","Def: -43.2  Flex: -49.5  No Inj. Adjustment.","-68.1","","53.5","","-35.7","G1: 49","34.9","35.9","773","Medium","No","1008230","","","","","","12",""
"✓       ✕","Fwd","Jake Rogers","GCS","-43.8","Fwd: -43.8  Flex: -61.9  Susp. or Inj. Adjust: -10.8","-76.2","","64.8","","-47","","27.3","32.7","764","High","No","1018123","","","","","?","9","Injury: Hamstring, return Rd. 4?"
"✓       ✕","Mid","Roan Steele","COL","-44.1","Mid: -44.1  Flex: -50.1  No Inj. Adjustment.","-78.8","","38.3","","-20.5","G1: 77","37.8","35.3","607","High","No","1027501","","","","","","5",""
"✓       ✕","Fwd","Jasper Alger","RIC","-44.5","Fwd: -44.5  Flex: -59.9  No Inj. Adjustment.","-83.4","","70.6","","-52.8","G1: 27","22.5","25.5","792","High","No","1028537","","","","","","4",""
"✓       ✕","Fwd","Lance Collard","STK","-44.6","Fwd: -44.6  Flex: -60  No Inj. Adjustment.","-83.5","","70.7","","-52.9","G1: 0","27.2","25.4","782","High","No","1017959","","","","","","12",""
"✓       ✕","Ruck","Logan Smith","GWS","-45.2","Ruck: -45.2  Flex: -45.2  No Inj. Adjustment.","-70.3","","2.2","","15.6","","","40.2","356","High","No","1032161","","","","","","",""
"✓       ✕","Ruck","Louis Emmett","WBD","-45.3","Ruck: -45.3  Flex: -45.3  No Inj. Adjustment.","-70.4","","2.2","","15.6","G1: 53 Official: 8","","40.1","351","High","No","1033076","","","","","","",""
"✓       ✕","Ruck","Lachlan Smith","WBD","-45.7","Ruck: -45.7  Flex: -45.7  No Inj. Adjustment.","-70.8","","2.2","","15.6","G1: 9","","39.7","350","Medium","No","1027702","","","","","","",""
"✓       ✕","Fwd","Josaia Delana","GWS","-45.8","Fwd: -45.8  Flex: -61.2  No Inj. Adjustment.","-84.7","","71.5","","-53.7","G1: 47 Official: 57","28","24.2","551","High","No","1029030","","","","","","3",""
"✓       ✕","Ruck","Jaime Uhr-Henry","HAW","-45.8","Ruck: -45.8  Flex: -45.8  No Inj. Adjustment.","-70.9","","2.2","","15.6","","","39.6","247","Medium","No","1039499","","","","","","",""
"✓       ✕","Def","Wade Derksen","CAR","-45.9","Def: -45.9  Flex: -52.2  No Inj. Adjustment.","-70.8","","55.7","","-37.9","Official: 47","","33.2","445","Medium","No","1016140","","","","","","","SSP Signing"
"✓       ✕","DefMid","Tobie Travaglia","STK","-45.9","Def: -45.9  Mid: -46.2  Flex: -52.2  No Inj. Adjustment.","-70.8","Def: -70.8  Mid: -80.9","39.1","Mid: 39.1  Def: 55.7","-21.3","G1: 10","41.8","33.2","585","High","Yes","1028538","","","","","","12",""
"✓       ✕","Fwd","Ned Bowman","SYD","-46.1","Fwd: -46.1  Flex: -61.5  No Inj. Adjustment.","-85","","71.7","","-53.9","","","23.9","708","High","No","1027406","","","","","","",""
"✓       ✕","Def","James Blanck","HAW","-46.2","Def: -46.2  Flex: -52.5  No Inj. Adjustment.","-71.1","","55.9","","-38.1","","","32.9","322","Medium","No","1011839","","","","","","","Coming off an ACL. Key Defender. Out of best 23 with 2024 recruits."
"✓       ✕","Mid","Daniel Annable","BRL","-46.2","Mid: -46.2  Flex: -52.2  No Inj. Adjustment.","-80.9","","39.1","","-21.3","G1: 31","","33.2","310","High","No","1029326","","","","","?","","Role: Good junior scorer. Might be Punt to get FWD status."
"✓       ✕","Mid","Koby Evans","BRL","-46.2","Mid: -46.2  Flex: -52.2  No Inj. Adjustment.","-80.9","","39.1","","-21.3","","","33.2","637","High","No","1037376","","","","","","",""
"✓       ✕","Ruck","Oliver Hayes-Brown","RIC","-46.3","Ruck: -46.3  Flex: -46.3  No Inj. Adjustment.","-71.4","","2.2","","15.6","G1: 31","","39.1","357","Medium","No","1035199","","","","","","",""
"✓       ✕","Mid","Reece Torrent","BRL","-46.5","Mid: -46.5  Flex: -52.5  No Inj. Adjustment.","-81.2","","39.2","","-21.4","","","32.9","478","Medium","No","1024187","","","","","","",""
"✓       ✕","DefMid","Zeke Uwland","GCS","-46.7","Def: -46.7  Mid: -47  Flex: -53  No Inj. Adjustment.","-71.6","Def: -71.6  Mid: -81.7","39.4","Mid: 39.4  Def: 56.3","-21.6","G1: 32 Official: 33","","32.4","232","High","Yes","1029297","","","","","✔","","Likely best 22, highly touted rookie. May play off half back."
"✓       ✕","Mid","Jack Ison","CAR","-46.8","Mid: -46.8  Flex: -52.8  No Inj. Adjustment.","-81.5","","39.3","","-21.5","","","32.6","630","High","No","1033066","","","","","","",""
"✓       ✕","MidFwd","Talor Byrne","CAR","-46.8","Mid: -56.2  Fwd: -46.8  Flex: -62.2  No Inj. Adjustment.","-85.7","Mid: -90.9  Fwd: -85.7","41.9","Mid: 41.9  Fwd: 72.1","-24.1","Official: 43","","23.2","281","High","Yes","1036426","","","","","","",""
"✓       ✕","Ruck","Tom Campbell","MEL","-46.8","Ruck: -46.8  Flex: -46.8  No Inj. Adjustment.","-71.9","","2.2","","15.6","","","38.6","242","High","No","290246","","","","","","",""
"✓       ✕","Mid","Ben Camporeale","CAR","-47","Mid: -47  Flex: -53  No Inj. Adjustment.","-81.7","","39.4","","-21.6","G1: 1","","32.4","624","High","No","1027282","","","","","","",""
"✓       ✕","Fwd","Lachy Dovaston","NTH","-47","Fwd: -47  Flex: -62.4  No Inj. Adjustment.","-85.9","","72.2","","-54.4","G1: 37","","23","609","High","No","1033060","","","","","?","",""
"✓       ✕","Mid","Luke Urquhart","NTH","-47.1","Mid: -47.1  Flex: -53.1  No Inj. Adjustment.","-81.8","","39.4","","-21.6","","","32.3","647","High","No","1029281","","","","","","",""
"✓       ✕","MidFwd","River Stevens","NTH","-47.1","Mid: -56.5  Fwd: -47.1  Flex: -62.5  No Inj. Adjustment.","-86","Mid: -91.2  Fwd: -86","41.9","Mid: 41.9  Fwd: 72.3","-24.1","","","22.9","605","High","Yes","1031989","","","","","","",""
"✓       ✕","Mid","Hamish Davis","WCE","-47.3","Mid: -47.3  Flex: -53.3  No Inj. Adjustment.","-82","","39.5","","-21.7","G1: 41","43","32.1","457","High","No","1032624","","","","","","8",""
"✓       ✕","Mid","Billy Cootee","SYD","-47.4","Mid: -47.4  Flex: -53.4  No Inj. Adjustment.","-82.1","","39.5","","-21.7","","","32","634","Medium","No","1007053","","","","","","",""
"✓       ✕","Fwd","Brayden George","NTH","-47.9","Fwd: -47.9  Flex: -63.3  No Inj. Adjustment.","-86.8","","72.7","","-54.9","","","22.1","689","High","No","1023544","","","","","","","Interrupted pre-season: hamstring."
"✓       ✕","Mid","Riley Onley","MEL","-47.9","Mid: -47.9  Flex: -53.9  No Inj. Adjustment.","-82.6","","39.7","","-21.9","","","31.5","632","High","No","1033093","","","","","","",""
"✓       ✕","Fwd","Thomas Matthews","MEL","-47.9","Fwd: -47.9  Flex: -63.3  No Inj. Adjustment.","-86.8","","72.7","","-54.9","Official: 0","","22.1","703","High","No","1034214","","","","","","",""
"✓       ✕","DefFwd","Ricky Mentha","MEL","-48","Def: -57.1  Fwd: -48  Flex: -63.4  No Inj. Adjustment.","-82","Def: -82  Fwd: -86.9","62.1","Fwd: 72.8  Def: 62.1","-44.3","","","22","604","High","Yes","1029211","","","","","","",""
"✓       ✕","Def","Charlie Ballard","GCS","-48.5","Def: -48.5  Flex: -56.7  Susp. or Inj. Adjust: -17.3","-62.1","","47.9","","-30.1","","30","41.9","556","High","No","1008882","","","","","","1","Injury: ACL return. Est. return early in season"
"✓       ✕","Def","Brandon Starcevich","WCE","-48.6","Def: -48.6  Flex: -57.7  Susp. or Inj. Adjust: -25.1","-58.8","","44.3","","-26.5","","44","45.2","448","High","No","1002401","","","","","✔","14","Injury: Minor calf strain"
"✓       ✕","Fwd","Judson Clarke","RIC","-48.6","Fwd: -48.6  Flex: -70.7  Susp. or Inj. Adjust: -30.8","-72.8","","61.3","","-43.5","","","36.1","786","High","No","1017043","","","","","","","Injury: ACL."
"✓       ✕","Fwd","Matthew Jefferson","MEL","-48.6","Fwd: -48.6  Flex: -70.7  Susp. or Inj. Adjust: -30.8","-72.8","","61.3","","-43.5","G1: 22","28.7","36.1","541","High","No","1023486","","","","","","7","Injury: Bone stress in foot. Return TBA."
"✓       ✕","Fwd","Alex Dodson","STK","-48.7","Fwd: -48.7  Flex: -64.1  No Inj. Adjustment.","-87.6","","73.1","","-55.3","","22","21.3","523","High","No","1027011","","","","","","1","Interrupted pre-season: hamstring."
"✓       ✕","Ruck","Iliro Smit","COL","-48.7","Ruck: -48.7  Flex: -48.7  No Inj. Adjustment.","-73.8","","2.3","","15.5","G1: 25","","36.7","277","Medium","No","1027834","","","","","","",""
"✓       ✕","Fwd","Jacob Newton","WCE","-49","Fwd: -49  Flex: -64.4  No Inj. Adjustment.","-87.9","","73.3","","-55.5","G1: 30","24","21","674","High","No","1022486","","","","","","2",""
"✓       ✕","Fwd","Oliver Wiltshire","GEE","-49.2","Fwd: -49.2  Flex: -64.6  No Inj. Adjustment.","-88.1","","73.4","","-55.6","G1: 65","34.5","20.8","665","Medium","No","1020881","","","","","","2",""
"✓       ✕","Fwd","Bailey Laurie","MEL","-49.3","Fwd: -49.3  Flex: -64.7  No Inj. Adjustment.","-88.2","","73.5","","-55.7","G1: 19 Official: 40","12","20.7","652","Medium","No","1012826","","","","","","1",""
"✓       ✕","MidFwd","Zane Peucker","RIC","-49.5","Mid: -58.9  Fwd: -49.5  Flex: -64.9  No Inj. Adjustment.","-88.4","Mid: -93.6  Fwd: -88.4","42.4","Mid: 42.4  Fwd: 73.6","-24.6","G1: 20","","20.5","733","High","Yes","1027367","","","","","","",""
"✓       ✕","Mid","Jack Carroll","STK","-49.6","Mid: -49.6  Flex: -55.6  No Inj. Adjustment.","-84.3","","40.2","","-22.4","G1: 78","21","29.8","407","Medium","No","1013233","","","","","?","3","Role: Looks to be a HB distributor. Punt."
"✓       ✕","Mid","Noah Roberts-Thomson","RIC","-49.7","Mid: -49.7  Flex: -55.7  No Inj. Adjustment.","-84.4","","40.2","","-22.4","G1: 4","","29.7","660","High","No","1026974","","","","","","",""
"✓       ✕","Mid","Samuel Cumming","RIC","-49.7","Mid: -49.7  Flex: -55.7  No Inj. Adjustment.","-84.4","","40.2","","-22.4","G1: 59 Official: 11","","29.7","366","High","No","1027099","","","","","?","","Injury: Shoulder TBA."
"✓       ✕","MidFwd","Cameron Nairn","HAW","-49.8","Mid: -59.2  Fwd: -49.8  Flex: -65.2  No Inj. Adjustment.","-88.7","Mid: -93.9  Fwd: -88.7","42.4","Mid: 42.4  Fwd: 73.7","-24.6","","","20.2","659","High","Yes","1032408","","","","","","",""
"✓       ✕","Mid","Matthew LeRay","HAW","-49.9","Mid: -49.9  Flex: -55.9  No Inj. Adjustment.","-84.6","","40.3","","-22.5","","","29.5","638","High","No","1027145","","","","","","",""
"✓       ✕","Mid","Patrick Retschko","RIC","-49.9","Mid: -49.9  Flex: -55.9  No Inj. Adjustment.","-84.6","","40.3","","-22.5","G1: 39","","29.5","586","High","No","1032081","","","","","","",""
"✓       ✕","Fwd","Noah Chamberlain","SYD","-49.9","Fwd: -49.9  Flex: -65.3  No Inj. Adjustment.","-88.8","","73.8","","-56","","","20.1","512","High","No","1033013","","","","","","",""
"✓       ✕","Mid","Jack Dalton","HAW","-49.9","Mid: -49.9  Flex: -55.9  No Inj. Adjustment.","-84.6","","40.3","","-22.5","","","29.5","583","High","No","1033042","","","","","","",""
"✓       ✕","Mid","Oliver Greeves","HAW","-49.9","Mid: -49.9  Flex: -55.9  No Inj. Adjustment.","-84.6","","40.3","","-22.5","G1: 14","","29.5","639","High","No","1033071","","","","","","",""
"✓       ✕","Fwd","Liam Hetherton","SYD","-49.9","Fwd: -49.9  Flex: -65.3  No Inj. Adjustment.","-88.8","","73.8","","-56","","","20.1","511","High","No","1033612","","","","","","",""
"✓       ✕","Fwd","Cody Curtin","BRL","-49.9","Fwd: -49.9  Flex: -65.3  No Inj. Adjustment.","-88.8","","73.8","","-56","G1: 35 Official: 44","","20.1","514","High","No","1036780","","","","","","",""
"✓       ✕","Ruck","Joe Pike","GEE","-50","Ruck: -50  Flex: -50  No Inj. Adjustment.","-75.1","","2.3","","15.5","G1: 19","","35.4","363","Medium","No","1027854","","","","","","",""
"✓       ✕","Fwd","Max King","SYD","-50","Fwd: -50  Flex: -65.4  No Inj. Adjustment.","-88.9","","73.8","","-56","","","20","513","High","No","1029015","","","","","","",""
"✓       ✕","Fwd","Indy Cotton","ADE","-50","Fwd: -50  Flex: -65.4  No Inj. Adjustment.","-88.9","","73.8","","-56","","","20","610","High","No","1044595","","","","","","",""
"✓       ✕","MidFwd","Sid Draper","ADE","-50.1","Mid: -59.5  Fwd: -50.1  Flex: -65.5  No Inj. Adjustment.","-89","Mid: -94.2  Fwd: -89","42.5","Mid: 42.5  Fwd: 73.9","-24.7","","29.3","19.9","493","High","Yes","1022607","","","","","?","10","Injury: Groin. Hasn't had a full pre-season. At this stage unlikely to get mid role. Wait for waivers."
"✓       ✕","Mid","Cody Anderson","HAW","-50.3","Mid: -50.3  Flex: -56.3  No Inj. Adjustment.","-85","","40.4","","-22.6","","","29.1","633","Medium","No","1028566","","","","","","",""
"✓       ✕","Mid","Jack Ough","GWS","-50.4","Mid: -50.4  Flex: -56.4  No Inj. Adjustment.","-85.1","","40.4","","-22.6","G1: 24 Official: 28","","29","653","High","No","1028539","","","","","","","Best name in the game."
"✓       ✕","Mid","Luke Kennedy","WBD","-50.4","Mid: -50.4  Flex: -56.4  No Inj. Adjustment.","-85.1","","40.4","","-22.6","G1: 30 Official: 0","","29","640","High","No","1032112","","","","","","",""
"✓       ✕","Fwd","Ryda Luke","FRE","-50.4","Fwd: -50.4  Flex: -65.8  No Inj. Adjustment.","-89.3","","74","","-56.2","","","19.6","727","High","No","1037928","","","","","","",""
"✓       ✕","Fwd","Luke Lloyd","BRL","-50.5","Fwd: -50.5  Flex: -65.9  No Inj. Adjustment.","-89.4","","74.1","","-56.3","Official: 4","","19.5","771","Medium","No","1027985","","","","","","",""
"✓       ✕","MidFwd","Oliver Hannaford","GWS","-50.5","Mid: -59.9  Fwd: -50.5  Flex: -65.9  No Inj. Adjustment.","-89.4","Mid: -94.6  Fwd: -89.4","42.6","Mid: 42.6  Fwd: 74.1","-24.8","Official: 20","","19.5","598","High","Yes","1028485","","","","","","",""
"✓       ✕","MidFwd","Riley Hamilton","GWS","-50.5","Mid: -59.9  Fwd: -50.5  Flex: -65.9  No Inj. Adjustment.","-89.4","Mid: -94.6  Fwd: -89.4","42.6","Mid: 42.6  Fwd: 74.1","-24.8","","","19.5","656","High","Yes","1029046","","","","","","",""
"✓       ✕","Mid","Adam Sweid","FRE","-50.5","Mid: -50.5  Flex: -56.5  No Inj. Adjustment.","-85.2","","40.5","","-22.7","","","28.9","667","High","No","1030311","","","","","","",""
"✓       ✕","Def","Tew Jiath","COL","-50.5","Def: -50.5  Flex: -56.8  No Inj. Adjustment.","-75.4","","58.8","","-41","","","28.6","611","Medium","No","1032017","","","","","","",""
"✓       ✕","Mid","Toby Whan","FRE","-50.5","Mid: -50.5  Flex: -56.5  No Inj. Adjustment.","-85.2","","40.5","","-22.7","","","28.9","662","High","No","1033719","","","","","","",""
"✓       ✕","Mid","George Stevens","GEE","-50.6","Mid: -50.6  Flex: -56.6  No Inj. Adjustment.","-85.3","","40.5","","-22.7","G1: 80 Official: 74","52.5","28.8","327","High","No","1023681","","","","","?","2",""
"✓       ✕","DefFwd","Patrick Snell","SYD","-50.6","Def: -59.7  Fwd: -50.6  Flex: -66  No Inj. Adjustment.","-84.6","Def: -84.6  Fwd: -89.5","63.1","Fwd: 74.1  Def: 63.1","-45.3","","","19.4","770","Medium","Yes","1024685","","","","","","",""
"✓       ✕","MidFwd","Leon Kickett","FRE","-50.6","Mid: -60  Fwd: -50.6  Flex: -66  No Inj. Adjustment.","-89.5","Mid: -94.7  Fwd: -89.5","42.6","Mid: 42.6  Fwd: 74.1","-24.8","","","19.4","686","High","Yes","1032862","","","","","","",""
"✓       ✕","Fwd","Phoenix Gothard","GWS","-50.7","Fwd: -50.7  Flex: -66.1  No Inj. Adjustment.","-89.6","","74.1","","-56.3","G1: 55 Official: 55","","19.3","696","Medium","No","1032042","","","","","","",""
"✓       ✕","Fwd","Tobyn Murray","FRE","-50.8","Fwd: -50.8  Flex: -66.2  No Inj. Adjustment.","-89.7","","74.2","","-56.4","G1: 13","","19.2","614","Medium","No","1027844","","","","","","",""
"✓       ✕","Def","Harry Dean","CAR","-50.8","Def: -50.8  Flex: -57.1  No Inj. Adjustment.","-75.7","","59","","-41.2","G1: 14 Official: 47","","28.3","300","High","No","1033084","","","","","✔","",""
"✓       ✕","Def","Angus Hastie","STK","-50.9","Def: -50.9  Flex: -57.2  No Inj. Adjustment.","-75.8","","59.1","","-41.3","","37.2","28.2","753","High","No","1027872","","","","","?","9",""
"✓       ✕","Def","Liam O'Connell","STK","-51.3","Def: -51.3  Flex: -58.9  Susp. or Inj. Adjust: -12.8","-67","","52.6","","-34.8","","34.9","37","750","High","No","1035198","","","","","","7","Injuyr: Facial fracture."
"✓       ✕","Fwd","Malakai Champion","WCE","-51.4","Fwd: -51.4  Flex: -66.8  No Inj. Adjustment.","-90.3","","74.5","","-56.7","","20.5","18.6","737","High","No","1029136","","","","","","2",""
"✓       ✕","Fwd","Hussien El Achkar","ESS","-51.5","Fwd: -51.5  Flex: -66.9  No Inj. Adjustment.","-90.4","","74.5","","-56.7","G1: 59","","18.5","676","High","No","1030308","","","","","","",""
"✓       ✕","Mid","Dion Prestia","RIC","-51.6","Mid: -51.6  Flex: -57.6  No Inj. Adjustment.","-86.3","","40.8","","-23","","78.8","27.8","201","High","No","290627","","","","","✔","12","Interrupted pre-season: Hamstring, injury prone. Role: May get periods of full time mid."
"✓       ✕","Fwd","Tom Cochrane","PTA","-51.7","Fwd: -51.7  Flex: -71.1  Susp. or Inj. Adjust: -18.6","-79.9","","68","","-50.2","","32","29","794","High","No","1022371","","","","","","3","Injury: Hamstring. Available Rd 6?"
"✓       ✕","Fwd","Rob Monahan","CAR","-51.7","Fwd: -51.7  Flex: -67.1  No Inj. Adjustment.","-90.6","","74.6","","-56.8","","","18.3","701","Medium","No","1035129","","","","","","",""
"✓       ✕","Mid","Dyson Sharp","ESS","-51.8","Mid: -51.8  Flex: -57.8  No Inj. Adjustment.","-86.5","","40.8","","-23","G1: 50","","27.6","248","High","No","1027168","","","","","?","","Role: Highly touted. May get some mid time and DPP."
"✓       ✕","MidFwd","Tylah Williams","WCE","-51.8","Mid: -61.2  Fwd: -51.8  Flex: -67.2  No Inj. Adjustment.","-90.7","Mid: -95.9  Fwd: -90.7","42.8","Mid: 42.8  Fwd: 74.6","-25","","","18.2","732","High","Yes","1037004","","","","","","",""
"✓       ✕","MidFwd","Sam Allen","WCE","-51.9","Mid: -61.3  Fwd: -51.9  Flex: -67.3  No Inj. Adjustment.","-90.8","Mid: -96  Fwd: -90.8","42.8","Mid: 42.8  Fwd: 74.7","-25","","","18.1","677","High","Yes","1033063","","","","","","","Injury: ACL."
